image,freshness,temperature
gill-non-fresh\insangTidakSegar142-Small_jpeg.rf.fd9a89cba747464924e7bd18eb40f2aa.jpg,non-fresh,9.76
gill-non-fresh\insangTidakSegar143-Small_jpeg.rf.6505e159c6ab6b24749f7e2ea3086c66.jpg,non-fresh,5.92
gill-non-fresh\insangTidakSegar143-Small_jpeg.rf.ce46da8c75da7c3ecc4df667cf33fe94.jpg,non-fresh,8.99
gill-non-fresh\insangTidakSegar143-Small_jpeg.rf.d5ea138b39026b1f9ab5a92226595d4e.jpg,non-fresh,9.03
gill-non-fresh\insangTidakSegar144-Small_jpeg.rf.7f5699adf7f1a9d75a804150e914a26e.jpg,non-fresh,5.28
gill-non-fresh\insangTidakSegar144-Small_jpeg.rf.8c8f7a49ed5161130c420e9fc0a8f2b3.jpg,non-fresh,8.06
gill-non-fresh\insangTidakSegar144-Small_jpeg.rf.a30c7a55d739114f20fa25c59bd5048a.jpg,non-fresh,9.01
gill-non-fresh\insangTidakSegar145-Small_jpeg.rf.4ab73b4cfbe96a569ec2ffdc29ae8a83.jpg,non-fresh,7.24
gill-non-fresh\insangTidakSegar145-Small_jpeg.rf.b1d6dd121072408c7bb5d8721836b460.jpg,non-fresh,6.87
gill-non-fresh\insangTidakSegar145-Small_jpeg.rf.bdb1073b2a20fc5345c4d9cbd37f33ff.jpg,non-fresh,9.48
gill-non-fresh\insangTidakSegar145_jpeg.rf.5621daff0a3d8c538ac931d0948ac09c.jpg,non-fresh,5.33
gill-non-fresh\insangTidakSegar145_jpeg.rf.5d64a20c8e54e8d5d85ff512b4141254.jpg,non-fresh,5.44
gill-non-fresh\insangTidakSegar145_jpeg.rf.882f6bfe974ff26a6be6e96df5971094.jpg,non-fresh,6.58
gill-non-fresh\insangTidakSegar146-Small_jpeg.rf.65432cebe236e0c5c8a77f836111be93.jpg,non-fresh,6.68
gill-non-fresh\insangTidakSegar146-Small_jpeg.rf.a03cf9002c343c4662eae0dc8afa9a42.jpg,non-fresh,8.98
gill-non-fresh\insangTidakSegar146-Small_jpeg.rf.bfad720cd1b3c84311801d55d5d09757.jpg,non-fresh,7.21
gill-non-fresh\insangTidakSegar146_jpeg.rf.2d5e4620f286534c684b1474c9fd93b6.jpg,non-fresh,8.21
gill-non-fresh\insangTidakSegar146_jpeg.rf.64e05538dc2185a7c26a62d7c5ac947d.jpg,non-fresh,7.98
gill-non-fresh\insangTidakSegar146_jpeg.rf.a5342ce496c3ee8567910f6ae81799f2.jpg,non-fresh,5.69
gill-non-fresh\insangTidakSegar147_jpeg.rf.2795ffadd41256c42a39f88fce5de8b9.jpg,non-fresh,9.7
gill-non-fresh\insangTidakSegar147_jpeg.rf.835c94cf95fa7120969c73a75d75bf90.jpg,non-fresh,8
gill-non-fresh\insangTidakSegar147_jpeg.rf.fbf58bf96bbae95286bfb332d60313c4.jpg,non-fresh,5.41
gill-non-fresh\insangTidakSegar148-Small_jpeg.rf.24b4e2ac900c3f4a55823859b37d1764.jpg,non-fresh,6.77
gill-non-fresh\insangTidakSegar148-Small_jpeg.rf.4609c7613ac0ec00699ba96b39ee20dd.jpg,non-fresh,8.42
gill-non-fresh\insangTidakSegar148-Small_jpeg.rf.ca780f1ba94e84bd26c31d9dd8776b46.jpg,non-fresh,9.14
gill-non-fresh\insangTidakSegar148_jpeg.rf.3a9ccbb5e95be1b2fa89a5dd87a61582.jpg,non-fresh,5.91
gill-non-fresh\insangTidakSegar148_jpeg.rf.bbb3d7b3267567bdc2a4da8f8f77ee68.jpg,non-fresh,7.2
gill-non-fresh\insangTidakSegar148_jpeg.rf.fb3498be5438aabcd34dde40bc403ccf.jpg,non-fresh,7.09
gill-non-fresh\insangTidakSegar149-Small_jpeg.rf.2f8cc26162f7ed90362137d7fd01d1a7.jpg,non-fresh,9.41
gill-non-fresh\insangTidakSegar149-Small_jpeg.rf.42fa329534de12aef53017783637cab8.jpg,non-fresh,6.06
gill-non-fresh\insangTidakSegar149-Small_jpeg.rf.6c93d517980aa1ab4ca8379880a37a00.jpg,non-fresh,5.82
gill-non-fresh\insangTidakSegar149_jpeg.rf.606338ba45da7c367febf23f2b80a275.jpg,non-fresh,6.44
gill-non-fresh\insangTidakSegar149_jpeg.rf.91de70f9fa8a12813c7c8f72e9601f55.jpg,non-fresh,7.71
gill-non-fresh\insangTidakSegar149_jpeg.rf.a76c6aea8edc835872499f103342380c.jpg,non-fresh,7.75
gill-non-fresh\insangTidakSegar14_jpeg.rf.1dca1e82221c3a0b9ff9b0a80f6d1ede.jpg,non-fresh,8.43
gill-non-fresh\insangTidakSegar14_jpeg.rf.4885713b0342071cc1cd03e5f3f310fb.jpg,non-fresh,6.58
gill-non-fresh\insangTidakSegar14_jpeg.rf.79cd83ffd5cf1adfd3b0d9204aee4c6e.jpg,non-fresh,9.97
gill-non-fresh\insangTidakSegar15-Small_jpeg.rf.21f629a7ee82cce06fc0e1fe93fd3239.jpg,non-fresh,7.98
gill-non-fresh\insangTidakSegar15-Small_jpeg.rf.9cb33c1a9ea570ad96c6c1c9a0de390a.jpg,non-fresh,5.23
gill-non-fresh\insangTidakSegar15-Small_jpeg.rf.ecf29d2c55dd2caf3d35e67fd23fd9a4.jpg,non-fresh,6.7
gill-non-fresh\insangTidakSegar150_jpeg.rf.0f5f9e028a2ea71cddfe04a226f9f007.jpg,non-fresh,8.07
gill-non-fresh\insangTidakSegar150_jpeg.rf.28b8f3c7e5218981e292882e52948f5d.jpg,non-fresh,9.4
gill-non-fresh\insangTidakSegar150_jpeg.rf.bc53ab6df887073db0390021528ee079.jpg,non-fresh,8.9
gill-non-fresh\insangTidakSegar152-Small_jpeg.rf.073099fccf6747f837988bb0f581dd9c.jpg,non-fresh,6.21
gill-non-fresh\insangTidakSegar152-Small_jpeg.rf.0b39ab0688325feb59353aa31803f4b8.jpg,non-fresh,7.65
gill-non-fresh\insangTidakSegar152-Small_jpeg.rf.22f2e74c0e573884e48b88977a7052d6.jpg,non-fresh,8.24
gill-non-fresh\insangTidakSegar152_jpeg.rf.260b614e5c282f73ec54c4c08170e63b.jpg,non-fresh,8.06
gill-non-fresh\insangTidakSegar152_jpeg.rf.4f8d4ecd6e970fa5c8289a083f3adf38.jpg,non-fresh,7.26
gill-non-fresh\insangTidakSegar152_jpeg.rf.f65aecbf9a4f26f60756f3f82df8dc90.jpg,non-fresh,8.4
gill-non-fresh\insangTidakSegar153-Small_jpeg.rf.077e20785d5a7a4b12b21376ea7cc6ed.jpg,non-fresh,7.62
gill-non-fresh\insangTidakSegar153-Small_jpeg.rf.961095c800afd308082ad5e2727c9fcf.jpg,non-fresh,6.04
gill-non-fresh\insangTidakSegar153-Small_jpeg.rf.f8a71c12043a106ada2aa2f6ef8a4b09.jpg,non-fresh,6.76
gill-non-fresh\insangTidakSegar153_jpeg.rf.729b4f3671f02c23a97bc27373965955.jpg,non-fresh,8.15
gill-non-fresh\insangTidakSegar153_jpeg.rf.e64973d7be85a1283b4fb7713cbc8d7d.jpg,non-fresh,7.42
gill-non-fresh\insangTidakSegar153_jpeg.rf.fb57dd57a2d20b28d6cbe0f93c07ad42.jpg,non-fresh,9.48
gill-non-fresh\insangTidakSegar154_jpg.rf.186ffab5abd7fdcbde407da96d731219.jpg,non-fresh,6.36
gill-non-fresh\insangTidakSegar154_jpg.rf.63cf3bc1e85154ceeb72cc5ee4dd4fb3.jpg,non-fresh,8.2
gill-non-fresh\insangTidakSegar154_jpg.rf.fb832fe147463302d9e8f94405b3a643.jpg,non-fresh,7.7
gill-non-fresh\insangTidakSegar154_resized_jpg.rf.27aae0f5076ed675a269047aadfe9ee5.jpg,non-fresh,6.68
gill-non-fresh\insangTidakSegar154_resized_jpg.rf.709fc934f2a42ad2df78169099467e6b.jpg,non-fresh,9.88
gill-non-fresh\insangTidakSegar154_resized_jpg.rf.b8e9cff0e79a36ed9559ae1fb4f7b446.jpg,non-fresh,5.6
gill-non-fresh\insangTidakSegar156_jpg.rf.a7d21fdf7123cd67a71bf213c1b23e54.jpg,non-fresh,8.59
gill-non-fresh\insangTidakSegar156_jpg.rf.c4655cf1c7480178315e378bb96415cc.jpg,non-fresh,5.33
gill-non-fresh\insangTidakSegar156_jpg.rf.f2af6ac9cb2bf6e0e0174ff03f55a2c2.jpg,non-fresh,6.22
gill-non-fresh\insangTidakSegar157_jpg.rf.1a49cddce8dab9fbfb021173caddc42b.jpg,non-fresh,8.91
gill-non-fresh\insangTidakSegar157_jpg.rf.54883688ebf45e1e46918488a4ae4b87.jpg,non-fresh,8.54
gill-non-fresh\insangTidakSegar157_jpg.rf.a705101ca48b927acedcf98b61f79369.jpg,non-fresh,7.64
gill-non-fresh\insangTidakSegar157_resized_jpg.rf.174aae51841bcb7211e55ce433b3a4f4.jpg,non-fresh,5.77
gill-non-fresh\insangTidakSegar157_resized_jpg.rf.286bbffaa0460584dda5fc30fd044a44.jpg,non-fresh,8.39
gill-non-fresh\insangTidakSegar157_resized_jpg.rf.a0d508c2e664667a639546d2cb4977a6.jpg,non-fresh,5.41
gill-non-fresh\insangTidakSegar158_jpg.rf.6dbacc5b090a0b4d442e002b2b78fd54.jpg,non-fresh,7.23
gill-non-fresh\insangTidakSegar158_jpg.rf.6e267d3669455e25fc800a7f63b44ba0.jpg,non-fresh,6.54
gill-non-fresh\insangTidakSegar158_jpg.rf.febde659958424f176abb1cb90980272.jpg,non-fresh,5.93
gill-non-fresh\insangTidakSegar159_jpg.rf.5ba7131e206c7f5f3dfda1f0941d4cf5.jpg,non-fresh,9.92
gill-non-fresh\insangTidakSegar159_jpg.rf.78258b6155ca58b5908f4f4fa5642d1f.jpg,non-fresh,9.31
gill-non-fresh\insangTidakSegar159_jpg.rf.ec2fc8dce2116346afc09a5f4412e874.jpg,non-fresh,5.01
gill-non-fresh\insangTidakSegar159_resized_jpg.rf.2ea3315594a18d66bea5ed3bbc2cbb90.jpg,non-fresh,6.01
gill-non-fresh\insangTidakSegar159_resized_jpg.rf.402eb9fd4c96a634a787ea92064af99d.jpg,non-fresh,6.51
gill-non-fresh\insangTidakSegar159_resized_jpg.rf.f36225b6acca9dfb05d6501c8d676060.jpg,non-fresh,7.71
gill-non-fresh\insangTidakSegar15_jpeg.rf.62f7e9a8c74dc1da38ad905b47a789e6.jpg,non-fresh,8.68
gill-non-fresh\insangTidakSegar15_jpeg.rf.763813e06c44cd3261bc5cf5e18723de.jpg,non-fresh,6.29
gill-non-fresh\insangTidakSegar15_jpeg.rf.ef05e73b2cfe7cd1bfab62d806610d84.jpg,non-fresh,9
gill-non-fresh\insangTidakSegar16-Small_jpeg.rf.0b26177d891d32782b9b282e895b1217.jpg,non-fresh,6.58
gill-non-fresh\insangTidakSegar16-Small_jpeg.rf.2ebbf4b6e4b2227452e53e9ccce8af66.jpg,non-fresh,7.94
gill-non-fresh\insangTidakSegar16-Small_jpeg.rf.e7142f00825cdd2f71ba9a4b72d22f03.jpg,non-fresh,9.89
gill-non-fresh\insangTidakSegar160_jpg.rf.0d1e768a65dd90d64f1bb006585cc02b.jpg,non-fresh,8.02
gill-non-fresh\insangTidakSegar160_jpg.rf.64df13fb80f95716b6d40486bf966986.jpg,non-fresh,7.12
gill-non-fresh\insangTidakSegar160_jpg.rf.d4b45461c94ba3f22d081c20ec849eed.jpg,non-fresh,9.37
gill-non-fresh\insangTidakSegar160_resized_jpg.rf.33a4fcf77208c1980e1f9e49186d58aa.jpg,non-fresh,9.3
gill-non-fresh\insangTidakSegar160_resized_jpg.rf.8822651e996f315a797b6f938177832c.jpg,non-fresh,7.26
gill-non-fresh\insangTidakSegar160_resized_jpg.rf.b4a5edc78af7154e84ef109651d367b3.jpg,non-fresh,7.73
gill-non-fresh\insangTidakSegar162_jpg.rf.7e9ee90d8325397a16d699a05c79ef2d.jpg,non-fresh,9.94
gill-non-fresh\insangTidakSegar162_jpg.rf.e9d1b349628ec05d590844da5a155b6b.jpg,non-fresh,9.61
gill-non-fresh\insangTidakSegar162_jpg.rf.fa117c31bcfbc855dcf6b7381727d280.jpg,non-fresh,8.07
gill-non-fresh\insangTidakSegar162_resized_jpg.rf.6c39d939adec931231c384374ffed8d9.jpg,non-fresh,5.87
gill-non-fresh\insangTidakSegar162_resized_jpg.rf.83fd24c55ae51289d04645ed43b886ad.jpg,non-fresh,8.96
gill-non-fresh\insangTidakSegar162_resized_jpg.rf.a17a3e087e32ef40dbc5cb11ccfc10da.jpg,non-fresh,7.25
gill-non-fresh\insangTidakSegar164_resized_jpg.rf.545a62fd1389c39379cab9e768dc4480.jpg,non-fresh,8.46
gill-non-fresh\insangTidakSegar164_resized_jpg.rf.9bee80baa45be871fe57bc59add66ae2.jpg,non-fresh,7.05
gill-non-fresh\insangTidakSegar164_resized_jpg.rf.b5ab455be43ca244921d39541fdc844a.jpg,non-fresh,6.81
gill-non-fresh\insangTidakSegar165_resized_jpg.rf.5f423ed52d889e82a8e75accb45a95a7.jpg,non-fresh,8.92
gill-non-fresh\insangTidakSegar165_resized_jpg.rf.71c493006e1f94e64062e50951b9bced.jpg,non-fresh,8.32
gill-non-fresh\insangTidakSegar165_resized_jpg.rf.ed9ea6f67dbfc6bcf0cf4ba682565868.jpg,non-fresh,6.57
gill-non-fresh\insangTidakSegar166_jpg.rf.31a0a07c8887b609801e21a0cf6d7e1c.jpg,non-fresh,7.79
gill-non-fresh\insangTidakSegar166_jpg.rf.b967359c94a0b0f6fe212d0349311f35.jpg,non-fresh,8.91
gill-non-fresh\insangTidakSegar166_jpg.rf.f330691840dc9039189c450c5b161f6a.jpg,non-fresh,6.83
gill-non-fresh\insangTidakSegar166_resized_jpg.rf.ca69b798cef5e9678e698fd5e9e745aa.jpg,non-fresh,7.11
gill-non-fresh\insangTidakSegar166_resized_jpg.rf.fbd195024f4b6afbbfe6a7b740191719.jpg,non-fresh,5.23
gill-non-fresh\insangTidakSegar166_resized_jpg.rf.ff2a8d248b4569bc663b9dd5a94aa479.jpg,non-fresh,7.81
gill-non-fresh\insangTidakSegar167_jpg.rf.824da007c26d9a5085ce8bd108df40a9.jpg,non-fresh,9.46
gill-non-fresh\insangTidakSegar167_jpg.rf.9da3daf79ec279a6def9d18887641d82.jpg,non-fresh,9.03
gill-non-fresh\insangTidakSegar167_jpg.rf.e984e0b1cc6f361a2a96d4716c4155ac.jpg,non-fresh,8.57
gill-non-fresh\insangTidakSegar167_resized_jpg.rf.14894d3ddc272bea888d6c28f4772652.jpg,non-fresh,5.59
gill-non-fresh\insangTidakSegar167_resized_jpg.rf.35dba5dd7c629ee59f7a5abdde7b338b.jpg,non-fresh,8.42
gill-non-fresh\insangTidakSegar167_resized_jpg.rf.670d258afd042fdfcf90917618a1e7ba.jpg,non-fresh,6.27
gill-non-fresh\insangTidakSegar168_jpg.rf.2cbc4f0f4489b6fb8f8fcc27994ca3d5.jpg,non-fresh,9.6
gill-non-fresh\insangTidakSegar168_jpg.rf.a4d21e7b5786b9284cffecadaf9b9d85.jpg,non-fresh,7.33
gill-non-fresh\insangTidakSegar168_jpg.rf.bbbf77e463a41bade4c15e5da591412d.jpg,non-fresh,8.33
gill-non-fresh\insangTidakSegar168_resized_jpg.rf.59f3c5c12c57cd59260d9e8294ebbb11.jpg,non-fresh,5.2
gill-non-fresh\insangTidakSegar168_resized_jpg.rf.83e2d510e329fb3a054321d548f95690.jpg,non-fresh,7.55
gill-non-fresh\insangTidakSegar168_resized_jpg.rf.f5ec1ba5525c3851fcbef036272560ba.jpg,non-fresh,8.92
gill-non-fresh\insangTidakSegar169_jpg.rf.0f0092a9ef482cd7cb25ba10236a2b8b.jpg,non-fresh,9.72
gill-non-fresh\insangTidakSegar169_jpg.rf.a958667fdcd220aec4291d72d0d08342.jpg,non-fresh,8.2
gill-non-fresh\insangTidakSegar169_jpg.rf.c4ce34a8496f87e84a67c5b56ae5e0fc.jpg,non-fresh,6.68
gill-non-fresh\insangTidakSegar169_resized_jpg.rf.6bdf0c9390dc43cdc8cdf30e8e871c82.jpg,non-fresh,9.94
gill-non-fresh\insangTidakSegar169_resized_jpg.rf.bb2533a136ef6f98c4a92dac590c5c47.jpg,non-fresh,8.33
gill-non-fresh\insangTidakSegar169_resized_jpg.rf.fe128859e339ef24bb4a019f68e1b0aa.jpg,non-fresh,7.27
gill-non-fresh\insangTidakSegar16_jpeg.rf.2d207cefad155668814362ead686bdb4.jpg,non-fresh,9.65
gill-non-fresh\insangTidakSegar16_jpeg.rf.343afae0404d1af49a9bc8575b684cbc.jpg,non-fresh,5.38
gill-non-fresh\insangTidakSegar16_jpeg.rf.6f66d892d36b5f264bbb58b118338b41.jpg,non-fresh,8.81
gill-non-fresh\insangTidakSegar17-Small_jpeg.rf.3ff3f1d1038a7b658dc4ea963279b6b9.jpg,non-fresh,5.21
gill-non-fresh\insangTidakSegar17-Small_jpeg.rf.d1b8f675a8f0a4b90f6f664e5c9948c1.jpg,non-fresh,9.99
gill-non-fresh\insangTidakSegar17-Small_jpeg.rf.f2303600e7ab34d1c14adbbe9b89f3cc.jpg,non-fresh,5.52
gill-non-fresh\insangTidakSegar170_jpg.rf.60fe50c47469431a6dc047263124f654.jpg,non-fresh,7.52
gill-non-fresh\insangTidakSegar170_jpg.rf.834e474b1662348b6650593f01e34c93.jpg,non-fresh,7.14
gill-non-fresh\insangTidakSegar170_jpg.rf.ca395b1038115543eb888d5c9ba52946.jpg,non-fresh,9.85
gill-non-fresh\insangTidakSegar170_resized_jpg.rf.3e36a906b41e9525b4fd6f800b8a609b.jpg,non-fresh,5.8
gill-non-fresh\insangTidakSegar170_resized_jpg.rf.53121a1b8c50a19a962eafc27845679b.jpg,non-fresh,9.31
gill-non-fresh\insangTidakSegar170_resized_jpg.rf.59e9282c85e06965afdec16f05152c2f.jpg,non-fresh,8.87
gill-non-fresh\insangTidakSegar171_jpg.rf.2da00bfc2c95efab988f05ccc7490c76.jpg,non-fresh,6.6
gill-non-fresh\insangTidakSegar171_jpg.rf.3ae80ccde530756f4a4244ef414f227e.jpg,non-fresh,6.9
gill-non-fresh\insangTidakSegar171_jpg.rf.94b4040c49cfecf9d48ba8456e338d25.jpg,non-fresh,5.02
gill-non-fresh\insangTidakSegar172_resized_jpg.rf.146d470967deb641f3f0e3c61e20da7f.jpg,non-fresh,9.73
gill-non-fresh\insangTidakSegar172_resized_jpg.rf.5da11d7f57b77675a8e12df07e02853c.jpg,non-fresh,5.73
gill-non-fresh\insangTidakSegar172_resized_jpg.rf.cf68d0a220173d2ca78b1f8859624e56.jpg,non-fresh,7.6
gill-non-fresh\insangTidakSegar173_jpg.rf.1e56971c284a143ac7b40fb3ef0edd2a.jpg,non-fresh,5.88
gill-non-fresh\insangTidakSegar173_jpg.rf.2f156d196893af1c4861ffb51ba4f771.jpg,non-fresh,8.3
gill-non-fresh\insangTidakSegar173_jpg.rf.d21731b4185373e041485566d07d151a.jpg,non-fresh,9.04
gill-non-fresh\insangTidakSegar174_jpg.rf.1d9c39e47bfd22c77432d29d3200f5b8.jpg,non-fresh,6.34
gill-non-fresh\insangTidakSegar174_jpg.rf.49895c838f2788f6bfe7861bd19b5995.jpg,non-fresh,5.17
gill-non-fresh\insangTidakSegar174_jpg.rf.f5237b9646c80cdd53a6059e52c3c928.jpg,non-fresh,7.63
gill-non-fresh\insangTidakSegar175_jpg.rf.218d31229352d3ffb45b0ea180aaab21.jpg,non-fresh,7.2
gill-non-fresh\insangTidakSegar175_jpg.rf.91d93412faa92ff90228e20ccdec4266.jpg,non-fresh,7.47
gill-non-fresh\insangTidakSegar175_jpg.rf.d4f7279648fc0d99dbbb30424457fccc.jpg,non-fresh,5.58
gill-non-fresh\insangTidakSegar175_resized_jpg.rf.0dc1ec56e7032954e48871b86b04a6ea.jpg,non-fresh,7.5
gill-non-fresh\insangTidakSegar175_resized_jpg.rf.6e726b6a0fd8b0f49c6cbf99e992c194.jpg,non-fresh,8.24
gill-non-fresh\insangTidakSegar175_resized_jpg.rf.b65431745c59eeffa3a2d3baacf92cf9.jpg,non-fresh,5.59
gill-non-fresh\insangTidakSegar176_jpg.rf.57b19d804b94ec97dc6584b96cc0f560.jpg,non-fresh,7.39
gill-non-fresh\insangTidakSegar176_jpg.rf.7456c4a2e8c2cce39b9224878d28b53d.jpg,non-fresh,7.5
gill-non-fresh\insangTidakSegar176_jpg.rf.d3a51f88520a6f24698bf4ac8243ce96.jpg,non-fresh,7.05
gill-non-fresh\insangTidakSegar176_resized_jpg.rf.2544bb9f411a7d0061d68b9b8120a74d.jpg,non-fresh,8
gill-non-fresh\insangTidakSegar176_resized_jpg.rf.6c3c8ace9b65393d8b0f929ac366b82e.jpg,non-fresh,8.81
gill-non-fresh\insangTidakSegar176_resized_jpg.rf.f0451d22d1b5f61a1fca7f7761c78269.jpg,non-fresh,5.93
gill-non-fresh\insangTidakSegar177_jpg.rf.b1af3e177246c0795862565afda3c218.jpg,non-fresh,8.84
gill-non-fresh\insangTidakSegar177_jpg.rf.b3395b4b6e339ca06ac69aecc25cf43d.jpg,non-fresh,6.64
gill-non-fresh\insangTidakSegar177_jpg.rf.e085fa0e4c621d218f632d22b3f4ad15.jpg,non-fresh,5.39
gill-non-fresh\insangTidakSegar177_resized_jpg.rf.14cbdc9b84d4273b782a00d0d69fe112.jpg,non-fresh,7.41
gill-non-fresh\insangTidakSegar177_resized_jpg.rf.48040947490a369573d0b84affedf11c.jpg,non-fresh,8.65
gill-non-fresh\insangTidakSegar177_resized_jpg.rf.813887e6d1b9821b7718bf3a4cc43815.jpg,non-fresh,6.09
gill-non-fresh\insangTidakSegar178_jpg.rf.6edaa2b0a8ff1622c5df3124b13f16b0.jpg,non-fresh,5.94
gill-non-fresh\insangTidakSegar178_jpg.rf.e72011c2798ec848f86a308dbe21ab77.jpg,non-fresh,6.56
gill-non-fresh\insangTidakSegar178_jpg.rf.f1502f446909e61318dfeb7e61cb71f4.jpg,non-fresh,8.19
gill-non-fresh\insangTidakSegar19-Small_jpeg.rf.3be9c007b8713fcf31b35836517eaad2.jpg,non-fresh,8.98
gill-non-fresh\insangTidakSegar19-Small_jpeg.rf.5db2624d5c354edc22184b73c974c252.jpg,non-fresh,9.11
gill-non-fresh\insangTidakSegar19-Small_jpeg.rf.feeb612c61496f1c14beb13cb633c56d.jpg,non-fresh,6.25
gill-non-fresh\insangTidakSegar19_jpeg.rf.00b18a20e6007a9b535a2fae8d6f1c38.jpg,non-fresh,5.02
gill-non-fresh\insangTidakSegar19_jpeg.rf.80dac6dd597b5efec8e39c00e56bd97f.jpg,non-fresh,5.52
gill-non-fresh\insangTidakSegar19_jpeg.rf.fa6009fb99fc971d2ea2425f1039c3e1.jpg,non-fresh,5.02
gill-non-fresh\insangTidakSegar1_jpeg.rf.597fa936f29aa8730184db9a3c4e1af9.jpg,non-fresh,6.81
gill-non-fresh\insangTidakSegar1_jpeg.rf.7472a1434d480a2742bc4172610adebe.jpg,non-fresh,9.99
gill-non-fresh\insangTidakSegar1_jpeg.rf.e85b808b6d3c8227d22abb440574a198.jpg,non-fresh,7.5
gill-non-fresh\insangTidakSegar2-Small_jpeg.rf.b2bcd23435a0eeffd8e2d47c0695cd8b.jpg,non-fresh,9.53
gill-non-fresh\insangTidakSegar2-Small_jpeg.rf.b7b9704479ad8d21304a341560962a27.jpg,non-fresh,6.82
gill-non-fresh\insangTidakSegar2-Small_jpeg.rf.f193a123c0d771d95bc909510a2b3d76.jpg,non-fresh,8.89
gill-non-fresh\insangTidakSegar20-Small_jpeg.rf.0c1e6b1c5df255d73d090aa1c5881b1b.jpg,non-fresh,7.99
gill-non-fresh\insangTidakSegar20-Small_jpeg.rf.8b87eed49d085f62aca9b96a184f36a3.jpg,non-fresh,6.9
gill-non-fresh\insangTidakSegar20-Small_jpeg.rf.fb2eec78951b8ace3d19fd806c27f2c9.jpg,non-fresh,8.69
gill-non-fresh\insangTidakSegar20_jpeg.rf.04704ee9c467c7173f926b83aa30097a.jpg,non-fresh,9.94
gill-non-fresh\insangTidakSegar20_jpeg.rf.962388e0a5b10c443766005897f8d34f.jpg,non-fresh,8.04
gill-non-fresh\insangTidakSegar20_jpeg.rf.b7bb301ec7a2e12434bc8d052b2ebff3.jpg,non-fresh,7.07
gill-non-fresh\insangTidakSegar21-Small_jpeg.rf.1fecca45144c0610d40e94fe558a7395.jpg,non-fresh,6.08
gill-non-fresh\insangTidakSegar21-Small_jpeg.rf.5a6f06f22f5536db311d2476a1d4d5da.jpg,non-fresh,7.09
gill-non-fresh\insangTidakSegar21-Small_jpeg.rf.9eff253e3b1076da4491cc73cd55359f.jpg,non-fresh,9.68
gill-non-fresh\insangTidakSegar21_jpeg.rf.608cf4020a21f06f1e344dcb38cfd041.jpg,non-fresh,6.34
gill-non-fresh\insangTidakSegar21_jpeg.rf.80b775a48b52b256c5c8cbf26827ca0c.jpg,non-fresh,7.71
gill-non-fresh\insangTidakSegar21_jpeg.rf.a0da096a301bac5fc14afdf4fee649bc.jpg,non-fresh,8.44
gill-non-fresh\insangTidakSegar22-Small_jpeg.rf.457c66a24aa0ebc0e432a6aa9818340f.jpg,non-fresh,9.99
gill-non-fresh\insangTidakSegar22-Small_jpeg.rf.5b08e5d39e300b36649b823ed36b3c76.jpg,non-fresh,5.12
gill-non-fresh\insangTidakSegar22-Small_jpeg.rf.8dffbaadfc2bd13ad6f4c5b7084dff4d.jpg,non-fresh,5.13
gill-non-fresh\insangTidakSegar22_jpeg.rf.06b8a48fdf1c5360674c882321fe52b2.jpg,non-fresh,5.13
gill-non-fresh\insangTidakSegar22_jpeg.rf.22534179506e6c0ebf378bd1676476a8.jpg,non-fresh,6.69
gill-non-fresh\insangTidakSegar22_jpeg.rf.e19ca920c4c56686ab30e24e4c03c3d1.jpg,non-fresh,7.93
gill-non-fresh\insangTidakSegar23-Small_jpeg.rf.11959481756ad3d5cc68572cbb6f539c.jpg,non-fresh,7.31
gill-non-fresh\insangTidakSegar23-Small_jpeg.rf.3f4eed0cc2004a2bb331dd18010ed01d.jpg,non-fresh,8.94
gill-non-fresh\insangTidakSegar23-Small_jpeg.rf.4e880027ed0b43347a1db889ff010394.jpg,non-fresh,6.78
gill-non-fresh\insangTidakSegar24-Small_jpeg.rf.6c43b0163ad717d5faedf01f19a5b525.jpg,non-fresh,9.8
gill-non-fresh\insangTidakSegar24-Small_jpeg.rf.6fa763af8c5da0bf101866c166f0a324.jpg,non-fresh,7.26
gill-non-fresh\insangTidakSegar24-Small_jpeg.rf.7586ea461ceec6ac70459495fab4d306.jpg,non-fresh,9.85
gill-non-fresh\insangTidakSegar24_jpeg.rf.0b7058411faaffefa2c70a12544a3606.jpg,non-fresh,7.38
gill-non-fresh\insangTidakSegar24_jpeg.rf.4b1ab341de3f3a0385e0d59c8ca23d5c.jpg,non-fresh,7.35
gill-non-fresh\insangTidakSegar24_jpeg.rf.b99bfae93e1acd27b69687eb4afe8eca.jpg,non-fresh,7.58
gill-non-fresh\insangTidakSegar25-Small_jpeg.rf.095158e4bbc6bfab07c607327a163915.jpg,non-fresh,5.92
gill-non-fresh\insangTidakSegar25-Small_jpeg.rf.b1cda98fd3a378f3db66aea67191ba31.jpg,non-fresh,9.66
gill-non-fresh\insangTidakSegar25-Small_jpeg.rf.b7dbeec0dac7c49a67d7beb73d2ce90e.jpg,non-fresh,6.44
gill-non-fresh\insangTidakSegar25_jpeg.rf.7a80b4e9b85433fb85f028d2cafa322c.jpg,non-fresh,9.21
gill-non-fresh\insangTidakSegar25_jpeg.rf.7d577080948823ac6e36815877f5f9ca.jpg,non-fresh,9.26
gill-non-fresh\insangTidakSegar25_jpeg.rf.e90523704be8d99691454aac25955b4b.jpg,non-fresh,7.86
gill-non-fresh\insangTidakSegar26-Small_jpeg.rf.16ba26ce9c4082a7285f27f6bc84737f.jpg,non-fresh,7.62
